Date,Symbol,TradeType,Price,Profit,Balance
2000-01-17,A,Short Entry,48.909157,0.0,10000.0
2000-01-21,A,Short Exit,49.177395,-0.26823799999999665,9999.731762
2000-01-22,MSFT,Short Entry,51.875,0.0,9999.731762
2000-02-02,MSFT,Short Exit,50.40625,1.46875,10001.200512
2000-02-03,A,Long Entry,55.615166,0.0,10001.200512
2000-03-28,A,Long Exit,85.211014,29.595848000000004,10030.79636
2000-03-29,MSFT,Long Entry,53.59375,0.0,10030.79636
2000-03-30,MSFT,Long Exit,51.6875,-1.90625,10028.89011
2000-03-31,A,Short Entry,74.391991,0.0,10028.89011
2000-04-06,A,Short Exit,75.1073,-0.7153089999999906,10028.174801000001
2000-04-07,MSFT,Short Entry,44.53125,0.0,10028.174801000001
2000-04-11,MSFT,Short Exit,41.9375,2.59375,10030.768551000001
2000-04-12,A,Short Entry,61.516453,0.0,10030.768551000001
2000-04-13,A,Short Exit,64.377686,-2.8612329999999986,10027.907318000001
2000-04-14,MSFT,Short Entry,37.0625,0.0,10027.907318000001
2000-04-17,MSFT,Short Exit,37.9375,-0.875,10027.032318000001
2000-04-18,A,Short Entry,62.231758,0.0,10027.032318000001
2000-04-26,A,Short Exit,65.718887,-3.487128999999996,10023.545189000002
2000-04-27,MSFT,Short Entry,34.90625,0.0,10023.545189000002
2000-04-28,MSFT,Short Exit,34.875,0.03125,10023.576439000002
2000-04-29,A,Long Entry,63.394135,0.0,10023.576439000002
2000-05-03,A,Long Exit,65.450645,2.056509999999996,10025.632949000003
2000-05-04,MSFT,Short Entry,35.21875,0.0,10025.632949000003
2000-05-08,MSFT,Short Exit,34.90625,0.3125,10025.945449000003
2000-05-09,A,Short Entry,57.358727,0.0,10025.945449000003
2000-06-08,A,Short Exit,49.445637,7.913090000000004,10033.858539000003
2000-06-09,A,Long Entry,50.697426,0.0,10033.858539000003
2000-06-12,A,Long Exit,47.2103,-3.4871260000000035,10030.371413000003
2000-06-13,A,Short Entry,49.400928,0.0,10030.371413000003
2000-06-20,A,Short Exit,52.66452,-3.2635920000000027,10027.107821000003
2000-06-21,A,Long Entry,56.151646,0.0,10027.107821000003
2000-06-22,A,Long Exit,54.184547,-1.9670989999999975,10025.140722000004
2000-06-23,MSFT,Long Entry,38.84375,0.0,10025.140722000004
2000-06-26,MSFT,Long Exit,39.75,0.90625,10026.046972000004
2000-06-27,MSFT,Long Entry,39.40625,0.0,10026.046972000004
2000-06-28,MSFT,Long Exit,39.46875,0.0625,10026.109472000004
2000-06-29,A,Long Entry,54.273964,0.0,10026.109472000004
2000-07-04,A,Long Exit,52.709229,-1.5647349999999989,10024.544737000004
2000-07-05,A,Short Entry,50.250359,0.0,10024.544737000004
2000-08-09,A,Short Exit,28.120529,22.129830000000002,10046.674567000004
2000-08-10,MSFT,Long Entry,36.3125,0.0,10046.674567000004
2000-08-14,MSFT,Long Exit,36.09375,-0.21875,10046.455817000004
2000-08-15,MSFT,Long Entry,35.8125,0.0,10046.455817000004
2000-08-16,MSFT,Long Exit,35.5,-0.3125,10046.143317000004
2000-08-17,A,Long Entry,33.261803,0.0,10046.143317000004
2000-09-06,A,Long Exit,42.918453,9.656649999999999,10055.799967000004
2000-09-07,A,Long Entry,44.259659,0.0,10055.799967000004
2000-09-08,A,Long Exit,42.381973,-1.877685999999997,10053.922281000005
2000-09-09,MSFT,Short Entry,34.65625,0.0,10053.922281000005
2000-09-11,MSFT,Short Exit,34.40625,0.25,10054.172281000005
2000-09-12,A,Short Entry,39.341915,0.0,10054.172281000005
2000-10-03,A,Short Exit,38.000713,1.3412020000000027,10055.513483000004
2000-10-04,MSFT,Short Entry,27.71875,0.0,10055.513483000004
2000-10-05,MSFT,Short Exit,27.6875,0.03125,10055.544733000004
2000-10-06,MSFT,Short Entry,27.78125,0.0,10055.544733000004
2000-10-17,MSFT,Short Exit,25.21875,2.5625,10058.107233000004
2000-10-18,A,Short Entry,29.238197,0.0,10058.107233000004
2000-10-20,A,Short Exit,33.306507,-4.068310000000004,10054.038923000004
2000-10-21,MSFT,Long Entry,32.59375,0.0,10054.038923000004
2000-11-10,MSFT,Long Exit,33.6875,1.09375,10055.132673000004
2000-11-11,A,Short Entry,28.209944,0.0,10055.132673000004
2000-11-17,A,Short Exit,33.887695,-5.677751000000001,10049.454922000004
2000-11-18,MSFT,Long Entry,34.53125,0.0,10049.454922000004
2000-11-20,MSFT,Long Exit,33.59375,-0.9375,10048.517422000004
2000-11-21,A,Long Entry,34.78183,0.0,10048.517422000004
2000-12-01,A,Long Exit,37.911301,3.1294710000000023,10051.646893000005
2000-12-02,MSFT,Short Entry,28.3125,0.0,10051.646893000005
2000-12-05,MSFT,Short Exit,29.9375,-1.625,10050.021893000005
2000-12-06,MSFT,Short Entry,28.34375,0.0,10050.021893000005
2000-12-12,MSFT,Short Exit,29.1875,-0.84375,10049.178143000005
2000-12-13,MSFT,Short Entry,28.625,0.0,10049.178143000005
2000-12-14,MSFT,Short Exit,27.75,0.875,10050.053143000005
2000-12-15,MSFT,Short Entry,24.59375,0.0,10050.053143000005
2001-01-02,MSFT,Short Exit,21.6875,2.90625,10052.959393000005
2001-01-03,MSFT,Long Entry,23.96875,0.0,10052.959393000005
2001-01-04,MSFT,Long Exit,24.21875,0.25,10053.209393000005
2001-01-05,MSFT,Long Entry,24.5625,0.0,10053.209393000005
2001-01-16,MSFT,Long Exit,26.28125,1.71875,10054.928143000005
2001-01-17,A,Long Entry,44.304363,0.0,10054.928143000005
2001-01-24,A,Long Exit,41.487839,-2.816524000000001,10052.111619000005
2001-01-25,MSFT,Long Entry,30.90625,0.0,10052.111619000005
2001-01-31,MSFT,Long Exit,30.53125,-0.375,10051.736619000005
2001-02-01,A,Short Entry,38.483547,0.0,10051.736619000005
2001-02-09,A,Short Exit,37.55365,0.929897000000004,10052.666516000005
2001-02-10,MSFT,Short Entry,29.5625,0.0,10052.666516000005
2001-02-13,MSFT,Short Exit,29.09375,0.46875,10053.135266000005
2001-02-14,A,Short Entry,34.334763,0.0,10053.135266000005
2001-02-15,A,Short Exit,38.519314,-4.184550999999999,10048.950715000004
2001-02-16,MSFT,Short Entry,28.65625,0.0,10048.950715000004
2001-02-20,MSFT,Short Exit,27.9375,0.71875,10049.669465000004
2001-02-21,A,Short Entry,28.755365,0.0,10049.669465000004
2001-03-07,A,Short Exit,29.299,-0.5436349999999983,10049.125830000004
2001-03-08,MSFT,Long Entry,29.625,0.0,10049.125830000004
2001-03-09,MSFT,Long Exit,28.34375,-1.28125,10047.844580000004
2001-03-10,A,Short Entry,26.502146,0.0,10047.844580000004
2001-03-12,A,Short Exit,25.042917,1.4592290000000006,10049.303809000005
2001-03-13,MSFT,Short Entry,27.09375,0.0,10049.303809000005
2001-03-16,MSFT,Short Exit,27.28125,-0.1875,10049.116309000005
2001-03-17,A,Short Entry,24.856937,0.0,10049.116309000005
2001-03-19,A,Short Exit,26.459227,-1.60229,10047.514019000004
2001-03-20,A,Short Entry,24.535049,0.0,10047.514019000004
2001-03-26,A,Short Exit,26.516453,-1.9814039999999977,10045.532615000004
2001-03-27,MSFT,Long Entry,29.125,0.0,10045.532615000004
2001-03-28,MSFT,Long Exit,27.78125,-1.34375,10044.188865000004
2001-03-29,A,Short Entry,21.459227,0.0,10044.188865000004
2001-04-11,A,Short Exit,22.660944,-1.2017170000000021,10042.987148000004
2001-04-12,MSFT,Long Entry,31.09,0.0,10042.987148000004
2001-04-18,MSFT,Long Exit,32.715,1.6250000000000036,10044.612148000004
2001-04-19,A,Long Entry,27.889843,0.0,10044.612148000004
2001-04-26,A,Long Exit,27.188841,-0.701001999999999,10043.911146000004
2001-04-27,A,Long Entry,27.74678,0.0,10043.911146000004
2001-05-01,A,Long Exit,28.040056,0.29327599999999876,10044.204422000004
2001-05-02,MSFT,Long Entry,34.880001,0.0,10044.204422000004
2001-05-03,MSFT,Long Exit,34.264999,-0.6150019999999969,10043.589420000004
2001-05-04,A,Short Entry,27.446352,0.0,10043.589420000004
2001-05-07,A,Short Exit,27.711016,-0.2646639999999998,10043.324756000004
2001-05-08,MSFT,Long Entry,36.029999,0.0,10043.324756000004
2001-05-10,MSFT,Long Exit,35.0,-1.0299989999999966,10042.294757000003
2001-05-11,MSFT,Long Entry,34.700001,0.0,10042.294757000003
2001-05-15,MSFT,Long Exit,34.134998,-0.5650029999999973,10041.729754000004
2001-05-16,A,Short Entry,27.539343,0.0,10041.729754000004
2001-05-21,A,Short Exit,27.181688,0.3576549999999976,10042.087409000003
2001-05-22,MSFT,Short Entry,35.154999,0.0,10042.087409000003
2001-05-23,MSFT,Short Exit,34.849998,0.3050009999999972,10042.392410000004
2001-05-24,A,Short Entry,25.965666,0.0,10042.392410000004
2001-05-28,A,Short Exit,26.959944,-0.9942780000000013,10041.398132000004
2001-05-29,A,Short Entry,25.715307,0.0,10041.398132000004
2001-06-07,A,Short Exit,25.636623,0.07868399999999909,10041.476816000004
2001-06-08,A,Short Entry,25.042917,0.0,10041.476816000004
2001-06-13,A,Short Exit,23.347639,1.6952779999999983,10043.172094000003
2001-06-14,A,Short Entry,22.246065,0.0,10043.172094000003
2001-06-28,A,Short Exit,22.668097,-0.42203199999999796,10042.750062000003
2001-06-29,MSFT,Long Entry,36.5,0.0,10042.750062000003
2001-07-02,MSFT,Long Exit,35.299999,-1.2000010000000003,10041.550061000004
2001-07-03,A,Long Entry,23.261803,0.0,10041.550061000004
2001-07-06,A,Long Exit,21.566525,-1.6952780000000018,10039.854783000004
2001-07-07,MSFT,Short Entry,33.029999,0.0,10039.854783000004
2001-07-12,MSFT,Short Exit,35.799999,-2.770000000000003,10037.084783000004
2001-07-13,A,Short Entry,21.67382,0.0,10037.084783000004
2001-07-20,A,Short Exit,20.672388,1.0014319999999977,10038.086215000003
2001-07-21,MSFT,Long Entry,34.59,0.0,10038.086215000003
2001-07-23,MSFT,Long Exit,33.544998,-1.0450020000000038,10037.041213000002
2001-07-24,MSFT,Long Entry,33.16,0.0,10037.041213000002
2001-07-25,MSFT,Long Exit,33.740002,0.5800020000000004,10037.621215000003
2001-07-26,MSFT,Short Entry,33.294998,0.0,10037.621215000003
2001-08-01,MSFT,Short Exit,33.235001,0.05999700000000274,10037.681212000003
2001-08-02,MSFT,Short Entry,33.724998,0.0,10037.681212000003
2001-08-03,MSFT,Short Exit,33.445,0.2799979999999991,10037.961210000003
2001-08-04,A,Long Entry,22.389128,0.0,10037.961210000003
2001-08-08,A,Long Exit,20.708155,-1.680972999999998,10036.280237000003
2001-08-09,MSFT,Short Entry,32.505001,0.0,10036.280237000003
2001-08-10,MSFT,Short Exit,32.759998,-0.254997000000003,10036.025240000003
2001-08-11,A,Short Entry,20.450644,0.0,10036.025240000003
2001-08-14,A,Short Exit,21.130186,-0.6795419999999979,10035.345698000003
2001-08-15,A,Short Entry,19.921316,0.0,10035.345698000003
2001-08-22,A,Short Exit,18.869814,1.0515019999999993,10036.397200000003
2001-08-23,MSFT,Short Entry,29.559999,0.0,10036.397200000003
2001-09-06,MSFT,Short Exit,28.01,1.5499989999999997,10037.947199000004
2001-09-07,MSFT,Short Entry,27.700001,0.0,10037.947199000004
2001-09-10,MSFT,Short Exit,28.790001,-1.0899999999999999,10036.857199000004
2001-09-11,A,Short Entry,16.487841,0.0,10036.857199000004
2001-09-19,A,Short Exit,16.273247,0.21459399999999818,10037.071793000003
2001-09-20,MSFT,Short Entry,25.379999,0.0,10037.071793000003
2001-10-01,MSFT,Short Exit,25.895,-0.515000999999998,10036.556792000003
2001-10-02,A,Short Entry,14.356223,0.0,10036.556792000003
2001-10-03,A,Short Exit,15.200286,-0.8440630000000002,10035.712729000003
2001-10-04,MSFT,Long Entry,28.219999,0.0,10035.712729000003
2001-10-11,MSFT,Long Exit,28.16,-0.059999000000001246,10035.652730000003
2001-10-12,A,Long Entry,16.709585,0.0,10035.652730000003
2001-10-15,A,Long Exit,16.616594,-0.09299100000000138,10035.559739000004
2001-10-16,MSFT,Long Entry,29.225,0.0,10035.559739000004
2001-10-17,MSFT,Long Exit,28.014999,-1.2100010000000019,10034.349738000004
2001-10-18,A,Long Entry,16.237482,0.0,10034.349738000004
2001-10-23,A,Long Exit,17.060085,0.8226030000000009,10035.172341000005
2001-10-24,MSFT,Long Entry,30.66,0.0,10035.172341000005
2001-10-30,MSFT,Long Exit,29.440001,-1.2199990000000014,10033.952342000004
2001-10-31,MSFT,Long Entry,29.075001,0.0,10033.952342000004
2001-11-20,MSFT,Long Exit,32.700001,3.625,10037.577342000004
2001-11-21,A,Short Entry,17.403433,0.0,10037.577342000004
2001-11-23,A,Short Exit,17.95422,-0.5507869999999997,10037.026555000004
2001-11-24,MSFT,Short Entry,32.355,0.0,10037.026555000004
2001-11-26,MSFT,Short Exit,32.57,-0.2150000000000034,10036.811555000004
2001-11-27,MSFT,Short Entry,31.870001,0.0,10036.811555000004
2001-11-29,MSFT,Short Exit,32.419998,-0.5499970000000012,10036.261558000004
2001-11-30,A,Long Entry,19.506437,0.0,10036.261558000004
2001-12-11,A,Long Exit,20.951359,1.4449220000000018,10037.706480000004
2001-12-12,A,Long Entry,21.967096,0.0,10037.706480000004
2001-12-14,A,Long Exit,20.622318,-1.3447780000000016,10036.361702000004
2001-12-15,MSFT,Long Entry,33.720001,0.0,10036.361702000004
2001-12-19,MSFT,Long Exit,34.744999,1.0249979999999965,10037.386700000005
2001-12-20,A,Short Entry,19.81402,0.0,10037.386700000005
2001-12-27,A,Short Exit,20.629471,-0.8154509999999995,10036.571249000004
2001-12-28,MSFT,Long Entry,33.935001,0.0,10036.571249000004
2002-01-03,MSFT,Long Exit,34.615002,0.6800009999999972,10037.251250000005
2002-01-04,A,Long Entry,23.447783,0.0,10037.251250000005
2002-01-15,A,Long Exit,21.781116,-1.6666670000000003,10035.584583000005
2002-01-16,MSFT,Long Entry,33.935001,0.0,10035.584583000005
2002-01-17,MSFT,Long Exit,34.93,0.994999,10036.579582000006
2002-01-18,A,Short Entry,20.37196,0.0,10036.579582000006
2002-01-24,A,Short Exit,20.593704,-0.2217439999999975,10036.357838000005
2002-01-25,MSFT,Short Entry,31.9,0.0,10036.357838000005
2002-02-08,MSFT,Short Exit,30.325001,1.5749989999999983,10037.932837000006
2002-02-09,A,Short Entry,18.583691,0.0,10037.932837000006
2002-02-19,A,Short Exit,18.633762,-0.05007099999999909,10037.882766000006
2002-02-20,A,Long Entry,20.643778,0.0,10037.882766000006
2002-03-20,A,Long Exit,24.577969,3.9341909999999984,10041.816957000006
2002-03-21,MSFT,Short Entry,30.68,0.0,10041.816957000006
2002-03-26,MSFT,Short Exit,29.540001,1.1399989999999995,10042.956956000007
2002-03-27,A,Short Entry,23.783978,0.0,10042.956956000007
2002-04-01,A,Short Exit,26.130186,-2.346207999999997,10040.610748000006
2002-04-02,MSFT,Short Entry,28.639999,0.0,10040.610748000006
2002-04-15,MSFT,Short Exit,27.844999,0.7949999999999982,10041.405748000006
2002-04-16,A,Short Entry,24.248926,0.0,10041.405748000006
2002-04-17,A,Short Exit,25.014305,-0.7653789999999994,10040.640369000006
2002-04-18,A,Long Entry,24.749641,0.0,10040.640369000006
2002-04-22,A,Long Exit,24.14163,-0.6080110000000012,10040.032358000006
2002-04-23,MSFT,Short Entry,26.995001,0.0,10040.032358000006
2002-04-25,MSFT,Short Exit,26.865,0.13000100000000003,10040.162359000005
2002-04-26,MSFT,Short Entry,25.75,0.0,10040.162359000005
2002-04-29,MSFT,Short Exit,26.120001,-0.37000099999999847,10039.792358000006
2002-04-30,MSFT,Short Entry,26.129999,0.0,10039.792358000006
2002-05-01,MSFT,Short Exit,26.375,-0.24500099999999847,10039.547357000007
2002-05-02,A,Short Entry,20.815451,0.0,10039.547357000007
2002-05-08,A,Short Exit,21.487841,-0.67239,10038.874967000007
2002-05-09,A,Short Entry,20.55794,0.0,10038.874967000007
2002-05-14,A,Short Exit,22.2103,-1.6523600000000016,10037.222607000007
2002-05-15,MSFT,Long Entry,27.375,0.0,10037.222607000007
2002-05-22,MSFT,Long Exit,26.844999,-0.5300009999999986,10036.692606000008
2002-05-23,MSFT,Long Entry,27.41,0.0,10036.692606000008
2002-05-27,MSFT,Long Exit,26.629999,-0.7800009999999986,10035.912605000009
2002-05-28,A,Short Entry,19.413448,0.0,10035.912605000009
2002-06-12,A,Short Exit,17.646639,1.7668089999999985,10037.67941400001
2002-06-13,A,Short Entry,17.167381,0.0,10037.67941400001
2002-06-14,A,Short Exit,16.809729,0.3576519999999981,10038.03706600001
2002-06-15,MSFT,Long Entry,27.625,0.0,10038.03706600001
2002-06-21,MSFT,Long Exit,26.139999,-1.4850010000000005,10036.55206500001
2002-06-22,A,Long Entry,17.138769,0.0,10036.55206500001
2002-06-24,A,Long Exit,17.281832,0.1430630000000015,10036.69512800001
2002-06-25,A,Short Entry,16.845493,0.0,10036.69512800001
2002-06-27,A,Short Exit,17.331903,-0.48640999999999934,10036.20871800001
2002-06-28,MSFT,Short Entry,27.35,0.0,10036.20871800001
2002-07-02,MSFT,Short Exit,25.719999,1.630001,10037.83871900001
2002-07-03,MSFT,Short Entry,25.92,0.0,10037.83871900001
2002-07-08,MSFT,Short Exit,26.459999,-0.5399989999999981,10037.29872000001
2002-07-09,A,Short Entry,16.201717,0.0,10037.29872000001
2002-07-10,A,Short Exit,15.801144,0.40057299999999785,10037.69929300001
2002-07-11,MSFT,Short Entry,26.455,0.0,10037.69929300001
2002-07-16,MSFT,Short Exit,25.625,0.8299999999999983,10038.52929300001
2002-07-17,A,Short Entry,16.251787,0.0,10038.52929300001
2002-07-19,A,Short Exit,14.842632,1.4091550000000002,10039.93844800001
2002-07-20,MSFT,Short Entry,24.780001,0.0,10039.93844800001
2002-07-26,MSFT,Short Exit,22.674999,2.105001999999999,10042.04345000001
2002-07-27,A,Short Entry,12.381974,0.0,10042.04345000001
2002-08-08,A,Short Exit,12.30329,0.07868399999999909,10042.12213400001
2002-08-09,MSFT,Long Entry,24.059999,0.0,10042.12213400001
2002-08-12,MSFT,Long Exit,24.235001,0.1750019999999992,10042.29713600001
2002-08-13,A,Short Entry,11.366237,0.0,10042.29713600001
2002-08-15,A,Short Exit,11.466381,-0.10014400000000023,10042.19699200001
2002-08-16,MSFT,Long Entry,25.0,0.0,10042.19699200001
2002-08-28,MSFT,Long Exit,24.690001,-0.30999900000000125,10041.886993000011
2002-08-29,A,Short Entry,10.157368,0.0,10041.886993000011
2002-09-05,A,Short Exit,9.81402,0.34334800000000065,10042.230341000011
2002-09-06,MSFT,Short Entry,23.91,0.0,10042.230341000011
2002-09-11,MSFT,Short Exit,24.290001,-0.38000100000000003,10041.850340000012
2002-09-12,MSFT,Short Entry,23.575001,0.0,10041.850340000012
2002-09-13,MSFT,Short Exit,23.955,-0.379998999999998,10041.470341000011
2002-09-14,A,Long Entry,10.715308,0.0,10041.470341000011
2002-09-19,A,Long Exit,10.064378,-0.6509300000000007,10040.819411000011
2002-09-20,MSFT,Short Entry,23.73,0.0,10040.819411000011
2002-09-26,MSFT,Short Exit,23.1,0.629999999999999,10041.44941100001
2002-09-27,A,Short Entry,9.363376,0.0,10041.44941100001
2002-09-30,A,Short Exit,9.341917,0.021459000000000117,10041.47087000001
2002-10-01,A,Short Entry,9.334764,0.0,10041.47087000001
2002-10-04,A,Short Exit,8.440629,0.8941350000000003,10042.36500500001
2002-10-05,MSFT,Short Entry,21.885,0.0,10042.36500500001
2002-10-07,MSFT,Short Exit,22.025,-0.13999999999999702,10042.225005000011
2002-10-08,A,Short Entry,8.748212,0.0,10042.225005000011
2002-10-11,A,Short Exit,7.796853,0.951359000000001,10043.176364000012
2002-10-12,MSFT,Long Entry,24.434999,0.0,10043.176364000012
2002-10-28,MSFT,Long Exit,25.975,1.5400010000000002,10044.716365000011
2002-10-29,A,Long Entry,9.098712,0.0,10044.716365000011
2002-10-31,A,Long Exit,9.835479,0.7367669999999986,10045.453132000011
2002-11-01,A,Long Entry,10.429185,0.0,10045.453132000011
2002-11-04,A,Long Exit,10.751073,0.3218879999999995,10045.775020000012
2002-11-05,MSFT,Long Entry,28.34,0.0,10045.775020000012
2002-11-06,MSFT,Long Exit,28.514999,0.17499899999999968,10045.950019000013
2002-11-07,MSFT,Long Entry,28.004999,0.0,10045.950019000013
2002-11-18,MSFT,Long Exit,27.924999,-0.08000000000000185,10045.870019000013
2002-11-19,A,Long Entry,11.874106,0.0,10045.870019000013
2002-12-05,A,Long Exit,12.124464,0.2503580000000003,10046.120377000012
2002-12-06,MSFT,Short Entry,27.735001,0.0,10046.120377000012
2002-12-23,MSFT,Short Exit,27.0,0.7350010000000005,10046.855378000011
2002-12-24,A,Long Entry,13.040057,0.0,10046.855378000011
2002-12-30,A,Long Exit,12.88269,-0.15736699999999892,10046.698011000011
2002-12-31,MSFT,Short Entry,25.85,0.0,10046.698011000011
2003-01-02,MSFT,Short Exit,26.860001,-1.010000999999999,10045.68801000001
2003-01-03,A,Long Entry,13.626609,0.0,10045.68801000001
2003-01-09,A,Long Exit,13.998569,0.3719599999999996,10046.059970000011
2003-01-10,MSFT,Long Entry,27.959999,0.0,10046.059970000011
2003-02-06,MSFT,Long Exit,23.709999,-4.25,10041.809970000011
2003-02-07,A,Short Entry,8.190272,0.0,10041.809970000011
2003-02-20,A,Short Exit,9.012876,-0.8226040000000001,10040.98736600001
2003-02-21,A,Long Entry,9.620887,0.0,10040.98736600001
2003-02-25,A,Long Exit,9.427754,-0.19313299999999956,10040.79423300001
2003-02-26,MSFT,Long Entry,23.610001,0.0,10040.79423300001
2003-02-27,MSFT,Long Exit,23.58,-0.030001000000002165,10040.76423200001
2003-02-28,A,Long Entry,9.44206,0.0,10040.76423200001
2003-03-03,A,Long Exit,9.313305,-0.12875499999999995,10040.63547700001
2003-03-04,MSFT,Short Entry,23.07,0.0,10040.63547700001
2003-03-12,MSFT,Short Exit,23.389999,-0.31999899999999926,10040.315478000011
2003-03-13,MSFT,Long Entry,24.67,0.0,10040.315478000011
2003-03-27,MSFT,Long Exit,25.040001,0.37000099999999847,10040.68547900001
2003-03-28,A,Long Entry,9.957082,0.0,10040.68547900001
2003-03-31,A,Long Exit,9.406295,-0.5507869999999997,10040.13469200001
2003-04-01,MSFT,Short Entry,24.35,0.0,10040.13469200001
2003-04-14,MSFT,Short Exit,24.76,-0.41000000000000014,10039.72469200001
2003-04-15,A,Long Entry,10.143062,0.0,10039.72469200001
2003-04-16,A,Long Exit,10.443491,0.3004289999999994,10040.025121000011
2003-04-17,A,Long Entry,10.686695,0.0,10040.025121000011
2003-05-05,A,Long Exit,11.444921,0.7582260000000005,10040.783347000011
2003-05-06,MSFT,Long Entry,26.370001,0.0,10040.783347000011
2003-05-14,MSFT,Long Exit,25.620001,-0.75,10040.033347000011
2003-05-15,A,Long Entry,11.95279,0.0,10040.033347000011
2003-05-16,A,Long Exit,11.809728,-0.14306200000000047,10039.890285000012
2003-05-17,MSFT,Short Entry,25.57,0.0,10039.890285000012
2003-05-30,MSFT,Short Exit,24.610001,0.9599989999999998,10040.850284000013
2003-05-31,A,Long Entry,12.968526,0.0,10040.850284000013
2003-06-16,A,Long Exit,13.762518,0.7939919999999994,10041.644276000014
2003-06-17,MSFT,Long Entry,25.959999,0.0,10041.644276000014
2003-07-01,MSFT,Long Exit,26.15,0.19000099999999875,10041.834277000014
2003-07-02,MSFT,Long Entry,26.879999,0.0,10041.834277000014
2003-07-03,MSFT,Long Exit,26.5,-0.37999900000000153,10041.454278000014
2003-07-04,A,Long Entry,14.298999,0.0,10041.454278000014
2003-07-09,A,Long Exit,15.572246,1.2732469999999996,10042.727525000013
2003-07-10,A,Long Entry,15.064378,0.0,10042.727525000013
2003-07-11,A,Long Exit,15.522175,0.4577970000000011,10043.185322000012
2003-07-12,MSFT,Long Entry,27.309999,0.0,10043.185322000012
2003-07-14,MSFT,Long Exit,27.4,0.09000099999999733,10043.275323000013
2003-07-15,A,Long Entry,15.901288,0.0,10043.275323000013
2003-07-21,A,Long Exit,14.670959,-1.2303289999999993,10042.044994000013
2003-07-22,MSFT,Short Entry,26.379999,0.0,10042.044994000013
2003-07-31,MSFT,Short Exit,26.41,-0.030000999999998612,10042.014993000013
2003-08-01,MSFT,Short Entry,26.17,0.0,10042.014993000013
2003-08-04,MSFT,Short Exit,26.18,-0.00999999999999801,10042.004993000013
2003-08-05,MSFT,Short Entry,25.66,0.0,10042.004993000013
2003-08-07,MSFT,Short Exit,25.709999,-0.04999899999999968,10041.954994000012
2003-08-08,MSFT,Short Entry,25.58,0.0,10041.954994000012
2003-08-18,MSFT,Short Exit,25.700001,-0.12000100000000202,10041.834993000013
2003-08-19,A,Long Entry,17.374821,0.0,10041.834993000013
2003-09-02,A,Long Exit,17.646639,0.27181799999999967,10042.106811000012
2003-09-03,MSFT,Long Entry,28.299999,0.0,10042.106811000012
2003-09-22,MSFT,Long Exit,29.07,0.7700010000000006,10042.876812000013
2003-09-23,MSFT,Long Entry,29.6,0.0,10042.876812000013
2003-09-24,MSFT,Long Exit,28.459999,-1.1400010000000016,10041.736811000013
2003-09-25,A,Short Entry,16.323318,0.0,10041.736811000013
2003-10-08,A,Short Exit,16.745352,-0.422034,10041.314777000014
2003-10-09,MSFT,Long Entry,28.940001,0.0,10041.314777000014
2003-10-10,MSFT,Long Exit,28.91,-0.030000999999998612,10041.284776000015
2003-10-11,A,Long Entry,16.952789,0.0,10041.284776000015
2003-10-22,A,Long Exit,16.795422,-0.1573670000000007,10041.127409000015
2003-10-23,A,Short Entry,16.430614,0.0,10041.127409000015
2003-10-24,A,Short Exit,16.502146,-0.07153200000000126,10041.055877000015
2003-10-25,MSFT,Short Entry,26.610001,0.0,10041.055877000015
2003-11-07,MSFT,Short Exit,26.1,0.510000999999999,10041.565878000016
2003-11-08,A,Long Entry,19.184549,0.0,10041.565878000016
2003-11-17,A,Long Exit,19.134478,-0.05007099999999909,10041.515807000016
2003-11-18,A,Long Entry,19.864092,0.0,10041.515807000016
2003-11-20,A,Long Exit,19.48498,-0.3791119999999992,10041.136695000016
2003-11-21,MSFT,Short Entry,25.110001,0.0,10041.136695000016
2003-11-24,MSFT,Short Exit,25.73,-0.619999,10040.516696000015
2003-11-25,A,Long Entry,19.871244,0.0,10040.516696000015
2003-12-02,A,Long Exit,19.885551,0.014306999999998737,10040.531003000015
2003-12-03,A,Long Entry,20.243204,0.0,10040.531003000015
2003-12-04,A,Long Exit,20.02146,-0.2217439999999975,10040.309259000014
2003-12-05,MSFT,Long Entry,25.98,0.0,10040.309259000014
2003-12-23,MSFT,Long Exit,27.15,1.1699999999999982,10041.479259000014
2003-12-24,A,Long Entry,20.078684,0.0,10041.479259000014
2003-12-26,A,Long Exit,19.992847,-0.08583699999999794,10041.393422000014
2003-12-27,MSFT,Long Entry,27.209999,0.0,10041.393422000014
2003-12-29,MSFT,Long Exit,27.459999,0.25,10041.643422000014
2003-12-30,A,Long Entry,20.529327,0.0,10041.643422000014
2004-01-05,A,Long Exit,21.137339,0.6080120000000022,10042.251434000014
2004-01-06,A,Long Entry,21.802574,0.0,10042.251434000014
2004-01-26,A,Long Exit,24.256081,2.4535069999999983,10044.704941000015
2004-01-27,A,Long Entry,25.822603,0.0,10044.704941000015
2004-02-04,A,Long Exit,25.250359,-0.5722440000000013,10044.132697000014
2004-02-05,MSFT,Short Entry,26.959999,0.0,10044.132697000014
2004-02-06,MSFT,Short Exit,27.08,-0.12000099999999847,10044.012696000014
2004-02-07,A,Long Entry,26.359083,0.0,10044.012696000014
2004-02-10,A,Long Exit,26.731045,0.37196200000000346,10044.384658000014
2004-02-11,A,Long Entry,26.752504,0.0,10044.384658000014
2004-02-12,A,Long Exit,26.409157,-0.34334699999999785,10044.041311000014
