le, lx, se, sx, bw, bsdd, bsdu, total_profit
3, 2, 5, 2, 20, 1.50, 1.50, 9884.16
3, 2, 5, 2, 21, 1.00, 1.00, 9880.02
3, 2, 5, 2, 21, 1.00, 1.50, 9880.02
3, 2, 5, 2, 21, 1.50, 1.00, 9884.16
3, 2, 5, 2, 21, 1.50, 1.50, 9884.16
3, 2, 5, 2, 22, 1.00, 1.00, 9880.02
3, 2, 5, 2, 22, 1.00, 1.50, 9880.02
3, 2, 5, 2, 22, 1.50, 1.00, 9884.16
3, 2, 5, 2, 22, 1.50, 1.50, 9884.16
3, 2, 5, 2, 23, 1.00, 1.00, 9877.02
3, 2, 5, 2, 23, 1.00, 1.50, 9877.02
3, 2, 5, 2, 23, 1.50, 1.00, 9884.16
3, 2, 5, 2, 23, 1.50, 1.50, 9884.16
3, 2, 5, 2, 24, 1.00, 1.00, 9877.02
3, 2, 5, 2, 24, 1.00, 1.50, 9877.02
3, 2, 5, 2, 24, 1.50, 1.00, 9884.16
3, 2, 5, 2, 24, 1.50, 1.50, 9884.16
3, 2, 5, 2, 25, 1.00, 1.00, 9889.89
3, 2, 5, 2, 25, 1.00, 1.50, 9889.89
3, 2, 5, 2, 25, 1.50, 1.00, 9884.16
3, 2, 5, 2, 25, 1.50, 1.50, 9884.16
4, 1, 2, 1, 15, 1.00, 1.00, 9714.95
4, 1, 2, 1, 15, 1.00, 1.50, 9720.48
4, 1, 2, 1, 15, 1.50, 1.00, 9714.95
4, 1, 2, 1, 15, 1.50, 1.50, 9720.48
4, 1, 2, 1, 16, 1.00, 1.00, 9716.87
4, 1, 2, 1, 16, 1.00, 1.50, 9720.48
4, 1, 2, 1, 16, 1.50, 1.00, 9716.87
4, 1, 2, 1, 16, 1.50, 1.50, 9720.48
4, 1, 2, 1, 17, 1.00, 1.00, 9716.38
4, 1, 2, 1, 17, 1.00, 1.50, 9720.48
4, 1, 2, 1, 17, 1.50, 1.00, 9716.38
4, 1, 2, 1, 17, 1.50, 1.50, 9720.48
4, 1, 2, 1, 18, 1.00, 1.00, 9721.53
4, 1, 2, 1, 18, 1.00, 1.50, 9720.99
4, 1, 2, 1, 18, 1.50, 1.00, 9721.53
4, 1, 2, 1, 18, 1.50, 1.50, 9720.99
4, 1, 2, 1, 19, 1.00, 1.00, 9727.72
4, 1, 2, 1, 19, 1.00, 1.50, 9720.99
4, 1, 2, 1, 19, 1.50, 1.00, 9727.72
4, 1, 2, 1, 19, 1.50, 1.50, 9720.99
4, 1, 2, 1, 20, 1.00, 1.00, 9732.53
4, 1, 2, 1, 20, 1.00, 1.50, 9720.99
4, 1, 2, 1, 20, 1.50, 1.00, 9732.53
4, 1, 2, 1, 20, 1.50, 1.50, 9720.99
4, 1, 2, 1, 21, 1.00, 1.00, 9738.73
4, 1, 2, 1, 21, 1.00, 1.50, 9724.40
4, 1, 2, 1, 21, 1.50, 1.00, 9738.73
4, 1, 2, 1, 21, 1.50, 1.50, 9724.40
4, 1, 2, 1, 22, 1.00, 1.00, 9747.51
4, 1, 2, 1, 22, 1.00, 1.50, 9724.40
4, 1, 2, 1, 22, 1.50, 1.00, 9747.51
4, 1, 2, 1, 22, 1.50, 1.50, 9724.40
4, 1, 2, 1, 23, 1.00, 1.00, 9751.42
4, 1, 2, 1, 23, 1.00, 1.50, 9725.42
4, 1, 2, 1, 23, 1.50, 1.00, 9751.42
4, 1, 2, 1, 23, 1.50, 1.50, 9725.42
4, 1, 2, 1, 24, 1.00, 1.00, 9751.50
4, 1, 2, 1, 24, 1.00, 1.50, 9725.42
4, 1, 2, 1, 24, 1.50, 1.00, 9751.50
4, 1, 2, 1, 24, 1.50, 1.50, 9725.42
4, 1, 2, 1, 25, 1.00, 1.00, 9748.95
4, 1, 2, 1, 25, 1.00, 1.50, 9719.92
4, 1, 2, 1, 25, 1.50, 1.00, 9748.95
4, 1, 2, 1, 25, 1.50, 1.50, 9719.92
4, 1, 2, 2, 15, 1.00, 1.00, 9634.50
4, 1, 2, 2, 15, 1.00, 1.50, 9630.78
4, 1, 2, 2, 15, 1.50, 1.00, 9634.50
4, 1, 2, 2, 15, 1.50, 1.50, 9630.78
4, 1, 2, 2, 16, 1.00, 1.00, 9634.75
4, 1, 2, 2, 16, 1.00, 1.50, 9630.78
4, 1, 2, 2, 16, 1.50, 1.00, 9634.75
4, 1, 2, 2, 16, 1.50, 1.50, 9630.78
4, 1, 2, 2, 17, 1.00, 1.00, 9633.85
4, 1, 2, 2, 17, 1.00, 1.50, 9630.78
4, 1, 2, 2, 17, 1.50, 1.00, 9633.85
4, 1, 2, 2, 17, 1.50, 1.50, 9630.78
4, 1, 2, 2, 18, 1.00, 1.00, 9640.26
4, 1, 2, 2, 18, 1.00, 1.50, 9631.29
4, 1, 2, 2, 18, 1.50, 1.00, 9640.26
4, 1, 2, 2, 18, 1.50, 1.50, 9631.29
4, 1, 2, 2, 19, 1.00, 1.00, 9652.45
4, 1, 2, 2, 19, 1.00, 1.50, 9631.29
4, 1, 2, 2, 19, 1.50, 1.00, 9652.45
4, 1, 2, 2, 19, 1.50, 1.50, 9631.29
4, 1, 2, 2, 20, 1.00, 1.00, 9663.92
4, 1, 2, 2, 20, 1.00, 1.50, 9631.29
4, 1, 2, 2, 20, 1.50, 1.00, 9663.92
4, 1, 2, 2, 20, 1.50, 1.50, 9631.29
4, 1, 2, 2, 21, 1.00, 1.00, 9670.35
4, 1, 2, 2, 21, 1.00, 1.50, 9631.29
4, 1, 2, 2, 21, 1.50, 1.00, 9670.35
4, 1, 2, 2, 21, 1.50, 1.50, 9631.29
4, 1, 2, 2, 22, 1.00, 1.00, 9679.42
4, 1, 2, 2, 22, 1.00, 1.50, 9631.29
4, 1, 2, 2, 22, 1.50, 1.00, 9679.42
4, 1, 2, 2, 22, 1.50, 1.50, 9631.29
4, 1, 2, 2, 23, 1.00, 1.00, 9691.16
4, 1, 2, 2, 23, 1.00, 1.50, 9633.63
4, 1, 2, 2, 23, 1.50, 1.00, 9691.16
4, 1, 2, 2, 23, 1.50, 1.50, 9633.63
4, 1, 2, 2, 24, 1.00, 1.00, 9680.65
4, 1, 2, 2, 24, 1.00, 1.50, 9633.63
4, 1, 2, 2, 24, 1.50, 1.00, 9680.65
4, 1, 2, 2, 24, 1.50, 1.50, 9633.63
4, 1, 2, 2, 25, 1.00, 1.00, 9678.10
4, 1, 2, 2, 25, 1.00, 1.50, 9631.60
4, 1, 2, 2, 25, 1.50, 1.00, 9678.10
4, 1, 2, 2, 25, 1.50, 1.50, 9631.60
4, 1, 3, 1, 15, 1.00, 1.00, 9920.36
4, 1, 3, 1, 15, 1.00, 1.50, 9920.36
4, 1, 3, 1, 15, 1.50, 1.00, 9920.36
4, 1, 3, 1, 15, 1.50, 1.50, 9920.36
4, 1, 3, 1, 16, 1.00, 1.00, 9920.36
4, 1, 3, 1, 16, 1.00, 1.50, 9920.36
4, 1, 3, 1, 16, 1.50, 1.00, 9920.36
4, 1, 3, 1, 16, 1.50, 1.50, 9920.36
4, 1, 3, 1, 17, 1.00, 1.00, 9920.36
4, 1, 3, 1, 17, 1.00, 1.50, 9920.36
4, 1, 3, 1, 17, 1.50, 1.00, 9920.36
4, 1, 3, 1, 17, 1.50, 1.50, 9920.36
4, 1, 3, 1, 18, 1.00, 1.00, 9929.09
4, 1, 3, 1, 18, 1.00, 1.50, 9920.87
4, 1, 3, 1, 18, 1.50, 1.00, 9929.09
4, 1, 3, 1, 18, 1.50, 1.50, 9920.87
4, 1, 3, 1, 19, 1.00, 1.00, 9930.10
4, 1, 3, 1, 19, 1.00, 1.50, 9920.87
4, 1, 3, 1, 19, 1.50, 1.00, 9930.10
4, 1, 3, 1, 19, 1.50, 1.50, 9920.87
4, 1, 3, 1, 20, 1.00, 1.00, 9930.36
4, 1, 3, 1, 20, 1.00, 1.50, 9920.87
4, 1, 3, 1, 20, 1.50, 1.00, 9930.36
4, 1, 3, 1, 20, 1.50, 1.50, 9920.87
4, 1, 3, 1, 21, 1.00, 1.00, 9930.36
4, 1, 3, 1, 21, 1.00, 1.50, 9920.87
4, 1, 3, 1, 21, 1.50, 1.00, 9930.36
4, 1, 3, 1, 21, 1.50, 1.50, 9920.87
4, 1, 3, 1, 22, 1.00, 1.00, 9930.36
4, 1, 3, 1, 22, 1.00, 1.50, 9920.87
4, 1, 3, 1, 22, 1.50, 1.00, 9930.36
4, 1, 3, 1, 22, 1.50, 1.50, 9920.87
4, 1, 3, 1, 23, 1.00, 1.00, 9930.36
4, 1, 3, 1, 23, 1.00, 1.50, 9920.87
4, 1, 3, 1, 23, 1.50, 1.00, 9930.36
4, 1, 3, 1, 23, 1.50, 1.50, 9920.87
4, 1, 3, 1, 24, 1.00, 1.00, 9930.36
4, 1, 3, 1, 24, 1.00, 1.50, 9920.87
4, 1, 3, 1, 24, 1.50, 1.00, 9930.36
4, 1, 3, 1, 24, 1.50, 1.50, 9920.87
4, 1, 3, 1, 25, 1.00, 1.00, 9930.64
4, 1, 3, 1, 25, 1.00, 1.50, 9920.87
4, 1, 3, 1, 25, 1.50, 1.00, 9930.64
4, 1, 3, 1, 25, 1.50, 1.50, 9920.87
4, 1, 3, 2, 15, 1.00, 1.00, 9820.69
4, 1, 3, 2, 15, 1.00, 1.50, 9820.69
4, 1, 3, 2, 15, 1.50, 1.00, 9820.69
4, 1, 3, 2, 15, 1.50, 1.50, 9820.69
4, 1, 3, 2, 16, 1.00, 1.00, 9820.69
4, 1, 3, 2, 16, 1.00, 1.50, 9820.69
4, 1, 3, 2, 16, 1.50, 1.00, 9820.69
4, 1, 3, 2, 16, 1.50, 1.50, 9820.69
4, 1, 3, 2, 17, 1.00, 1.00, 9820.69
4, 1, 3, 2, 17, 1.00, 1.50, 9820.69
4, 1, 3, 2, 17, 1.50, 1.00, 9820.69
4, 1, 3, 2, 17, 1.50, 1.50, 9820.69
4, 1, 3, 2, 18, 1.00, 1.00, 9830.27
4, 1, 3, 2, 18, 1.00, 1.50, 9821.20
4, 1, 3, 2, 18, 1.50, 1.00, 9830.27
4, 1, 3, 2, 18, 1.50, 1.50, 9821.20
4, 1, 3, 2, 19, 1.00, 1.00, 9836.52
4, 1, 3, 2, 19, 1.00, 1.50, 9821.20
4, 1, 3, 2, 19, 1.50, 1.00, 9836.52
4, 1, 3, 2, 19, 1.50, 1.50, 9821.20
4, 1, 3, 2, 20, 1.00, 1.00, 9838.16
4, 1, 3, 2, 20, 1.00, 1.50, 9821.20
4, 1, 3, 2, 20, 1.50, 1.00, 9838.16
4, 1, 3, 2, 20, 1.50, 1.50, 9821.20
4, 1, 3, 2, 21, 1.00, 1.00, 9838.16
4, 1, 3, 2, 21, 1.00, 1.50, 9821.20
4, 1, 3, 2, 21, 1.50, 1.00, 9838.16
4, 1, 3, 2, 21, 1.50, 1.50, 9821.20
4, 1, 3, 2, 22, 1.00, 1.00, 9838.16
4, 1, 3, 2, 22, 1.00, 1.50, 9821.20
4, 1, 3, 2, 22, 1.50, 1.00, 9838.16
4, 1, 3, 2, 22, 1.50, 1.50, 9821.20
4, 1, 3, 2, 23, 1.00, 1.00, 9838.16
4, 1, 3, 2, 23, 1.00, 1.50, 9821.20
4, 1, 3, 2, 23, 1.50, 1.00, 9838.16
4, 1, 3, 2, 23, 1.50, 1.50, 9821.20
4, 1, 3, 2, 24, 1.00, 1.00, 9838.16
4, 1, 3, 2, 24, 1.00, 1.50, 9821.20
4, 1, 3, 2, 24, 1.50, 1.00, 9838.16
4, 1, 3, 2, 24, 1.50, 1.50, 9821.20
4, 1, 3, 2, 25, 1.00, 1.00, 9841.75
4, 1, 3, 2, 25, 1.00, 1.50, 9821.20
4, 1, 3, 2, 25, 1.50, 1.00, 9841.75
4, 1, 3, 2, 25, 1.50, 1.50, 9821.20
4, 1, 4, 1, 15, 1.00, 1.00, 9987.90
4, 1, 4, 1, 15, 1.00, 1.50, 9987.90
4, 1, 4, 1, 15, 1.50, 1.00, 9987.90
4, 1, 4, 1, 15, 1.50, 1.50, 9987.90
4, 1, 4, 1, 16, 1.00, 1.00, 9987.90
4, 1, 4, 1, 16, 1.00, 1.50, 9987.90
4, 1, 4, 1, 16, 1.50, 1.00, 9987.90
4, 1, 4, 1, 16, 1.50, 1.50, 9987.90
4, 1, 4, 1, 17, 1.00, 1.00, 9987.90
4, 1, 4, 1, 17, 1.00, 1.50, 9987.90
4, 1, 4, 1, 17, 1.50, 1.00, 9987.90
4, 1, 4, 1, 17, 1.50, 1.50, 9987.90
4, 1, 4, 1, 18, 1.00, 1.00, 9988.41
4, 1, 4, 1, 18, 1.00, 1.50, 9988.41
4, 1, 4, 1, 18, 1.50, 1.00, 9988.41
4, 1, 4, 1, 18, 1.50, 1.50, 9988.41
4, 1, 4, 1, 19, 1.00, 1.00, 9988.41
4, 1, 4, 1, 19, 1.00, 1.50, 9988.41
4, 1, 4, 1, 19, 1.50, 1.00, 9988.41
4, 1, 4, 1, 19, 1.50, 1.50, 9988.41
4, 1, 4, 1, 20, 1.00, 1.00, 9988.41
4, 1, 4, 1, 20, 1.00, 1.50, 9988.41
4, 1, 4, 1, 20, 1.50, 1.00, 9988.41
4, 1, 4, 1, 20, 1.50, 1.50, 9988.41
4, 1, 4, 1, 21, 1.00, 1.00, 9988.41
4, 1, 4, 1, 21, 1.00, 1.50, 9988.41
4, 1, 4, 1, 21, 1.50, 1.00, 9988.41
4, 1, 4, 1, 21, 1.50, 1.50, 9988.41
4, 1, 4, 1, 22, 1.00, 1.00, 9988.41
4, 1, 4, 1, 22, 1.00, 1.50, 9988.41
4, 1, 4, 1, 22, 1.50, 1.00, 9988.41
4, 1, 4, 1, 22, 1.50, 1.50, 9988.41
4, 1, 4, 1, 23, 1.00, 1.00, 9988.41
4, 1, 4, 1, 23, 1.00, 1.50, 9988.41
4, 1, 4, 1, 23, 1.50, 1.00, 9988.41
4, 1, 4, 1, 23, 1.50, 1.50, 9988.41
4, 1, 4, 1, 24, 1.00, 1.00, 9988.41
4, 1, 4, 1, 24, 1.00, 1.50, 9988.41
4, 1, 4, 1, 24, 1.50, 1.00, 9988.41
4, 1, 4, 1, 24, 1.50, 1.50, 9988.41
4, 1, 4, 1, 25, 1.00, 1.00, 9988.41
4, 1, 4, 1, 25, 1.00, 1.50, 9988.41
4, 1, 4, 1, 25, 1.50, 1.00, 9988.41
4, 1, 4, 1, 25, 1.50, 1.50, 9988.41
4, 1, 4, 2, 15, 1.00, 1.00, 9994.54
4, 1, 4, 2, 15, 1.00, 1.50, 9994.54
4, 1, 4, 2, 15, 1.50, 1.00, 9994.54
4, 1, 4, 2, 15, 1.50, 1.50, 9994.54
4, 1, 4, 2, 16, 1.00, 1.00, 9994.54
4, 1, 4, 2, 16, 1.00, 1.50, 9994.54
4, 1, 4, 2, 16, 1.50, 1.00, 9994.54
4, 1, 4, 2, 16, 1.50, 1.50, 9994.54
4, 1, 4, 2, 17, 1.00, 1.00, 9994.54
4, 1, 4, 2, 17, 1.00, 1.50, 9994.54
4, 1, 4, 2, 17, 1.50, 1.00, 9994.54
4, 1, 4, 2, 17, 1.50, 1.50, 9994.54
4, 1, 4, 2, 18, 1.00, 1.00, 9995.05
4, 1, 4, 2, 18, 1.00, 1.50, 9995.05
4, 1, 4, 2, 18, 1.50, 1.00, 9995.05
4, 1, 4, 2, 18, 1.50, 1.50, 9995.05
4, 1, 4, 2, 19, 1.00, 1.00, 9995.05
4, 1, 4, 2, 19, 1.00, 1.50, 9995.05
4, 1, 4, 2, 19, 1.50, 1.00, 9995.05
4, 1, 4, 2, 19, 1.50, 1.50, 9995.05
4, 1, 4, 2, 20, 1.00, 1.00, 9995.05
4, 1, 4, 2, 20, 1.00, 1.50, 9995.05
4, 1, 4, 2, 20, 1.50, 1.00, 9995.05
4, 1, 4, 2, 20, 1.50, 1.50, 9995.05
4, 1, 4, 2, 21, 1.00, 1.00, 9995.05
4, 1, 4, 2, 21, 1.00, 1.50, 9995.05
4, 1, 4, 2, 21, 1.50, 1.00, 9995.05
4, 1, 4, 2, 21, 1.50, 1.50, 9995.05
4, 1, 4, 2, 22, 1.00, 1.00, 9995.05
4, 1, 4, 2, 22, 1.00, 1.50, 9995.05
4, 1, 4, 2, 22, 1.50, 1.00, 9995.05
4, 1, 4, 2, 22, 1.50, 1.50, 9995.05
4, 1, 4, 2, 23, 1.00, 1.00, 9995.05
4, 1, 4, 2, 23, 1.00, 1.50, 9995.05
4, 1, 4, 2, 23, 1.50, 1.00, 9995.05
4, 1, 4, 2, 23, 1.50, 1.50, 9995.05
4, 1, 4, 2, 24, 1.00, 1.00, 9995.05
4, 1, 4, 2, 24, 1.00, 1.50, 9995.05
4, 1, 4, 2, 24, 1.50, 1.00, 9995.05
4, 1, 4, 2, 24, 1.50, 1.50, 9995.05
4, 1, 4, 2, 25, 1.00, 1.00, 9995.05
4, 1, 4, 2, 25, 1.00, 1.50, 9995.05
4, 1, 4, 2, 25, 1.50, 1.00, 9995.05
4, 1, 4, 2, 25, 1.50, 1.50, 9995.05
4, 1, 5, 1, 15, 1.00, 1.00, 10003.10
4, 1, 5, 1, 15, 1.00, 1.50, 10003.10
4, 1, 5, 1, 15, 1.50, 1.00, 10003.10
4, 1, 5, 1, 15, 1.50, 1.50, 10003.10
4, 1, 5, 1, 16, 1.00, 1.00, 10003.10
4, 1, 5, 1, 16, 1.00, 1.50, 10003.10
4, 1, 5, 1, 16, 1.50, 1.00, 10003.10
4, 1, 5, 1, 16, 1.50, 1.50, 10003.10
4, 1, 5, 1, 17, 1.00, 1.00, 10003.10
4, 1, 5, 1, 17, 1.00, 1.50, 10003.10
4, 1, 5, 1, 17, 1.50, 1.00, 10003.10
4, 1, 5, 1, 17, 1.50, 1.50, 10003.10
4, 1, 5, 1, 18, 1.00, 1.00, 10003.61
4, 1, 5, 1, 18, 1.00, 1.50, 10003.61
4, 1, 5, 1, 18, 1.50, 1.00, 10003.61
4, 1, 5, 1, 18, 1.50, 1.50, 10003.61
4, 1, 5, 1, 19, 1.00, 1.00, 10003.61
4, 1, 5, 1, 19, 1.00, 1.50, 10003.61
4, 1, 5, 1, 19, 1.50, 1.00, 10003.61
4, 1, 5, 1, 19, 1.50, 1.50, 10003.61
4, 1, 5, 1, 20, 1.00, 1.00, 10003.61
4, 1, 5, 1, 20, 1.00, 1.50, 10003.61
4, 1, 5, 1, 20, 1.50, 1.00, 10003.61
4, 1, 5, 1, 20, 1.50, 1.50, 10003.61
4, 1, 5, 1, 21, 1.00, 1.00, 10003.61
4, 1, 5, 1, 21, 1.00, 1.50, 10003.61
4, 1, 5, 1, 21, 1.50, 1.00, 10003.61
4, 1, 5, 1, 21, 1.50, 1.50, 10003.61
4, 1, 5, 1, 22, 1.00, 1.00, 10003.61
4, 1, 5, 1, 22, 1.00, 1.50, 10003.61
4, 1, 5, 1, 22, 1.50, 1.00, 10003.61
4, 1, 5, 1, 22, 1.50, 1.50, 10003.61
4, 1, 5, 1, 23, 1.00, 1.00, 10003.61
4, 1, 5, 1, 23, 1.00, 1.50, 10003.61
4, 1, 5, 1, 23, 1.50, 1.00, 10003.61
4, 1, 5, 1, 23, 1.50, 1.50, 10003.61
4, 1, 5, 1, 24, 1.00, 1.00, 10003.61
4, 1, 5, 1, 24, 1.00, 1.50, 10003.61
4, 1, 5, 1, 24, 1.50, 1.00, 10003.61
4, 1, 5, 1, 24, 1.50, 1.50, 10003.61
4, 1, 5, 1, 25, 1.00, 1.00, 10003.61
4, 1, 5, 1, 25, 1.00, 1.50, 10003.61
4, 1, 5, 1, 25, 1.50, 1.00, 10003.61
4, 1, 5, 1, 25, 1.50, 1.50, 10003.61
4, 1, 5, 2, 15, 1.00, 1.00, 10006.21
4, 1, 5, 2, 15, 1.00, 1.50, 10006.21
4, 1, 5, 2, 15, 1.50, 1.00, 10006.21
4, 1, 5, 2, 15, 1.50, 1.50, 10006.21
4, 1, 5, 2, 16, 1.00, 1.00, 10006.21
4, 1, 5, 2, 16, 1.00, 1.50, 10006.21
4, 1, 5, 2, 16, 1.50, 1.00, 10006.21
4, 1, 5, 2, 16, 1.50, 1.50, 10006.21
4, 1, 5, 2, 17, 1.00, 1.00, 10006.21
4, 1, 5, 2, 17, 1.00, 1.50, 10006.21
4, 1, 5, 2, 17, 1.50, 1.00, 10006.21
4, 1, 5, 2, 17, 1.50, 1.50, 10006.21
4, 1, 5, 2, 18, 1.00, 1.00, 10006.72
4, 1, 5, 2, 18, 1.00, 1.50, 10006.72
4, 1, 5, 2, 18, 1.50, 1.00, 10006.72
4, 1, 5, 2, 18, 1.50, 1.50, 10006.72
4, 1, 5, 2, 19, 1.00, 1.00, 10006.72
4, 1, 5, 2, 19, 1.00, 1.50, 10006.72
4, 1, 5, 2, 19, 1.50, 1.00, 10006.72
4, 1, 5, 2, 19, 1.50, 1.50, 10006.72
4, 1, 5, 2, 20, 1.00, 1.00, 10006.72
4, 1, 5, 2, 20, 1.00, 1.50, 10006.72
4, 1, 5, 2, 20, 1.50, 1.00, 10006.72
4, 1, 5, 2, 20, 1.50, 1.50, 10006.72
4, 1, 5, 2, 21, 1.00, 1.00, 10006.72
4, 1, 5, 2, 21, 1.00, 1.50, 10006.72
4, 1, 5, 2, 21, 1.50, 1.00, 10006.72
4, 1, 5, 2, 21, 1.50, 1.50, 10006.72
4, 1, 5, 2, 22, 1.00, 1.00, 10006.72
4, 1, 5, 2, 22, 1.00, 1.50, 10006.72
4, 1, 5, 2, 22, 1.50, 1.00, 10006.72
4, 1, 5, 2, 22, 1.50, 1.50, 10006.72
4, 1, 5, 2, 23, 1.00, 1.00, 10006.72
4, 1, 5, 2, 23, 1.00, 1.50, 10006.72
4, 1, 5, 2, 23, 1.50, 1.00, 10006.72
4, 1, 5, 2, 23, 1.50, 1.50, 10006.72
4, 1, 5, 2, 24, 1.00, 1.00, 10006.72
4, 1, 5, 2, 24, 1.00, 1.50, 10006.72
4, 1, 5, 2, 24, 1.50, 1.00, 10006.72
4, 1, 5, 2, 24, 1.50, 1.50, 10006.72
4, 1, 5, 2, 25, 1.00, 1.00, 10006.72
4, 1, 5, 2, 25, 1.00, 1.50, 10006.72
4, 1, 5, 2, 25, 1.50, 1.00, 10006.72
4, 1, 5, 2, 25, 1.50, 1.50, 10006.72
4, 2, 2, 1, 15, 1.00, 1.00, 9701.47
4, 2, 2, 1, 15, 1.00, 1.50, 9707.00
4, 2, 2, 1, 15, 1.50, 1.00, 9701.47
4, 2, 2, 1, 15, 1.50, 1.50, 9707.00
4, 2, 2, 1, 16, 1.00, 1.00, 9703.39
4, 2, 2, 1, 16, 1.00, 1.50, 9707.00
4, 2, 2, 1, 16, 1.50, 1.00, 9703.39
4, 2, 2, 1, 16, 1.50, 1.50, 9707.00
4, 2, 2, 1, 17, 1.00, 1.00, 9702.90
4, 2, 2, 1, 17, 1.00, 1.50, 9707.00
4, 2, 2, 1, 17, 1.50, 1.00, 9702.90
4, 2, 2, 1, 17, 1.50, 1.50, 9707.00
4, 2, 2, 1, 18, 1.00, 1.00, 9709.40
4, 2, 2, 1, 18, 1.00, 1.50, 9708.86
4, 2, 2, 1, 18, 1.50, 1.00, 9709.40
4, 2, 2, 1, 18, 1.50, 1.50, 9708.86
4, 2, 2, 1, 19, 1.00, 1.00, 9715.59
4, 2, 2, 1, 19, 1.00, 1.50, 9708.86
4, 2, 2, 1, 19, 1.50, 1.00, 9715.59
4, 2, 2, 1, 19, 1.50, 1.50, 9708.86
4, 2, 2, 1, 20, 1.00, 1.00, 9720.40
4, 2, 2, 1, 20, 1.00, 1.50, 9708.86
4, 2, 2, 1, 20, 1.50, 1.00, 9720.40
4, 2, 2, 1, 20, 1.50, 1.50, 9708.86
4, 2, 2, 1, 21, 1.00, 1.00, 9726.60
4, 2, 2, 1, 21, 1.00, 1.50, 9712.27
4, 2, 2, 1, 21, 1.50, 1.00, 9726.60
4, 2, 2, 1, 21, 1.50, 1.50, 9712.27
4, 2, 2, 1, 22, 1.00, 1.00, 9735.38
4, 2, 2, 1, 22, 1.00, 1.50, 9712.27
4, 2, 2, 1, 22, 1.50, 1.00, 9735.38
4, 2, 2, 1, 22, 1.50, 1.50, 9712.27
4, 2, 2, 1, 23, 1.00, 1.00, 9739.29
4, 2, 2, 1, 23, 1.00, 1.50, 9713.29
4, 2, 2, 1, 23, 1.50, 1.00, 9739.29
4, 2, 2, 1, 23, 1.50, 1.50, 9713.29
4, 2, 2, 1, 24, 1.00, 1.00, 9739.37
4, 2, 2, 1, 24, 1.00, 1.50, 9713.29
4, 2, 2, 1, 24, 1.50, 1.00, 9739.37
4, 2, 2, 1, 24, 1.50, 1.50, 9713.29
4, 2, 2, 1, 25, 1.00, 1.00, 9736.82
4, 2, 2, 1, 25, 1.00, 1.50, 9707.79
4, 2, 2, 1, 25, 1.50, 1.00, 9736.82
4, 2, 2, 1, 25, 1.50, 1.50, 9707.79
4, 2, 2, 2, 15, 1.00, 1.00, 9621.02
4, 2, 2, 2, 15, 1.00, 1.50, 9617.30
4, 2, 2, 2, 15, 1.50, 1.00, 9621.02
4, 2, 2, 2, 15, 1.50, 1.50, 9617.30
4, 2, 2, 2, 16, 1.00, 1.00, 9621.27
4, 2, 2, 2, 16, 1.00, 1.50, 9617.30
4, 2, 2, 2, 16, 1.50, 1.00, 9621.27
4, 2, 2, 2, 16, 1.50, 1.50, 9617.30
4, 2, 2, 2, 17, 1.00, 1.00, 9620.37
4, 2, 2, 2, 17, 1.00, 1.50, 9617.30
4, 2, 2, 2, 17, 1.50, 1.00, 9620.37
4, 2, 2, 2, 17, 1.50, 1.50, 9617.30
4, 2, 2, 2, 18, 1.00, 1.00, 9628.13
4, 2, 2, 2, 18, 1.00, 1.50, 9619.16
4, 2, 2, 2, 18, 1.50, 1.00, 9628.13
4, 2, 2, 2, 18, 1.50, 1.50, 9619.16
4, 2, 2, 2, 19, 1.00, 1.00, 9640.32
4, 2, 2, 2, 19, 1.00, 1.50, 9619.16
4, 2, 2, 2, 19, 1.50, 1.00, 9640.32
4, 2, 2, 2, 19, 1.50, 1.50, 9619.16
4, 2, 2, 2, 20, 1.00, 1.00, 9651.79
4, 2, 2, 2, 20, 1.00, 1.50, 9619.16
4, 2, 2, 2, 20, 1.50, 1.00, 9651.79
4, 2, 2, 2, 20, 1.50, 1.50, 9619.16
4, 2, 2, 2, 21, 1.00, 1.00, 9658.22
4, 2, 2, 2, 21, 1.00, 1.50, 9619.16
4, 2, 2, 2, 21, 1.50, 1.00, 9658.22
4, 2, 2, 2, 21, 1.50, 1.50, 9619.16
4, 2, 2, 2, 22, 1.00, 1.00, 9667.29
4, 2, 2, 2, 22, 1.00, 1.50, 9619.16
4, 2, 2, 2, 22, 1.50, 1.00, 9667.29
4, 2, 2, 2, 22, 1.50, 1.50, 9619.16
4, 2, 2, 2, 23, 1.00, 1.00, 9679.03
4, 2, 2, 2, 23, 1.00, 1.50, 9621.50
4, 2, 2, 2, 23, 1.50, 1.00, 9679.03
4, 2, 2, 2, 23, 1.50, 1.50, 9621.50
4, 2, 2, 2, 24, 1.00, 1.00, 9668.52
4, 2, 2, 2, 24, 1.00, 1.50, 9621.50
4, 2, 2, 2, 24, 1.50, 1.00, 9668.52
4, 2, 2, 2, 24, 1.50, 1.50, 9621.50
4, 2, 2, 2, 25, 1.00, 1.00, 9665.97
4, 2, 2, 2, 25, 1.00, 1.50, 9619.47
4, 2, 2, 2, 25, 1.50, 1.00, 9665.97
4, 2, 2, 2, 25, 1.50, 1.50, 9619.47
4, 2, 3, 1, 15, 1.00, 1.00, 9906.88
4, 2, 3, 1, 15, 1.00, 1.50, 9906.88
4, 2, 3, 1, 15, 1.50, 1.00, 9906.88
4, 2, 3, 1, 15, 1.50, 1.50, 9906.88
